Wall time,Step,Value
1638240248.5887234,7650000,-0.573832631111145
1638240311.8978353,7700000,-0.6068490743637085
1638240375.4343603,7750000,-0.5000691413879395
1638240439.3353598,7800000,-0.440212607383728
1638240503.9003532,7850000,-0.41211095452308655
1638240567.0473495,7900000,-0.39580482244491577
1638240631.1843355,7950000,-0.4405633509159088
1638240695.9002604,8000000,-0.3950943946838379
1638240759.8382452,8050000,-0.4588485658168793
1638240824.2191818,8100000,-0.476312518119812
1638240888.0751736,8150000,-0.4231569170951843
1638240951.867493,8200000,-0.4426809847354889
1638241016.1365635,8250000,-0.46791669726371765
1638241080.2314005,8300000,-0.4455798268318176
1638241144.0599864,8350000,-0.4517907202243805
1638241208.590945,8400000,-0.43961891531944275
1638241273.680923,8450000,-0.42236077785491943
1638241337.0368502,8500000,-0.40097153186798096
1638241400.8119183,8550000,-0.41483834385871887
1638241463.5568533,8600000,-0.42647621035575867
1638241526.7385457,8650000,-0.4543563723564148
1638241589.4788375,8700000,-0.4423448443412781
1638241653.1822398,8750000,-0.4023982882499695
1638241720.403081,8800000,-0.46597611904144287
1638241784.1470354,8850000,-0.4417341947555542
1638241846.8359916,8900000,-0.43085765838623047
1638241910.228837,8950000,-0.47160419821739197
1638241972.5378742,9000000,-0.4562625288963318
1638242039.0708556,9050000,-0.42619234323501587
1638242103.2166913,9100000,-0.45466357469558716
1638242166.1761847,9150000,-0.5089941024780273
1638242229.0811968,9200000,-0.47334426641464233
1638242292.0681472,9250000,-0.41170617938041687
1638242355.086129,9300000,-0.42382708191871643
1638242418.0841095,9350000,-0.44576597213745117
1638242480.6090918,9400000,-0.42443495988845825
1638242544.1029494,9450000,-0.4468345642089844
1638242606.9119308,9500000,-0.43839484453201294
1638242669.7738514,9550000,-0.377392441034317
1638242732.4578643,9600000,-0.34529975056648254
1638242795.9113207,9650000,-0.40518835186958313
1638242858.5802803,9700000,-0.3968522846698761
1638242921.8982623,9750000,-0.39407631754875183
1638242984.307244,9800000,-0.369834303855896
1638243048.724223,9850000,-0.4201293885707855
1638243112.3810976,9900000,-0.368767112493515
1638243175.2587645,9950000,-0.36993101239204407
1638243238.3605254,10000000,-0.41902288794517517
