Wall time,Step,Value
1638116917.1348815,50000,-0.9489198923110962
1638117024.1898456,100000,-0.9998438358306885
1638117129.9409354,150000,-0.9735000729560852
1638117223.189359,200000,-0.984138548374176
1638117318.2043962,250000,-0.988465428352356
1638117410.2155728,300000,-0.9616230726242065
1638117505.9497373,350000,-0.9944154620170593
1638117598.3371212,400000,-0.9586508870124817
1638117693.7402165,450000,-0.9421667456626892
1638117787.4580462,500000,-0.8400794267654419
1638117882.921802,550000,-0.9277923703193665
1638117976.2577617,600000,-0.9544564485549927
1638118071.758846,650000,-0.7989432215690613
1638118164.9768686,700000,-0.8448154330253601
1638118260.443349,750000,-0.8591477870941162
1638118354.937275,800000,-0.8361170291900635
1638118447.770501,850000,-0.8165308237075806
1638118543.3179812,900000,-0.8802109956741333
1638118640.013805,950000,-0.8361455798149109
1638118733.0383146,1000000,-0.8891533017158508
1638118828.1761084,1050000,-0.8125308156013489
1638118921.8876271,1100000,-0.6061157584190369
1638119017.5620327,1150000,-0.6021965146064758
1638119110.4341686,1200000,-0.6712351441383362
1638119205.6841972,1250000,-0.5566667318344116
1638119299.483347,1300000,-0.8312937021255493
1638119394.0533476,1350000,-0.5182192325592041
1638119487.301444,1400000,-0.7842084169387817
1638119582.0114436,1450000,-0.8901107311248779
1638119677.1724575,1500000,-0.8199731707572937
1638119770.431115,1550000,-0.7469887137413025
1638119864.8097773,1600000,-0.6561591625213623
1638119956.7927706,1650000,-0.42487677931785583
1638120051.2337098,1700000,-0.45135006308555603
1638120143.1497083,1750000,-0.3231033980846405
1638120237.621602,1800000,-0.455993115901947
1638120329.0116584,1850000,-0.5144633054733276
1638120422.8251188,1900000,-0.5252724289894104
1638120514.9601507,1950000,-0.5924030542373657
1638120608.774444,2000000,-0.5760993361473083
1638120703.489873,2050000,-0.46301791071891785
1638120796.2089722,2100000,-0.5029022097587585
1638120889.9323387,2150000,-0.5979081392288208
1638120981.456927,2200000,-0.3243630826473236
1638121075.083451,2250000,-0.7293134927749634
1638121170.6332264,2300000,-0.5587463974952698
1638121262.658297,2350000,-0.5685809254646301
1638121356.5865352,2400000,-0.6425179243087769
1638121449.8283334,2450000,-0.534565269947052
1638121541.4589243,2500000,-0.6098047494888306
1638121635.3688264,2550000,-0.5681553483009338
1638121727.92898,2600000,-0.5770404934883118
1638121821.6395671,2650000,-0.4173000752925873
1638121914.206049,2700000,-0.29347190260887146
1638122007.800595,2750000,-0.5579348206520081
1638122101.7829998,2800000,-0.09051718562841415
1638122193.3977668,2850000,-0.28723978996276855
1638122286.981893,2900000,-0.5955492854118347
1638122380.4477153,2950000,-0.353232204914093
1638122472.2534494,3000000,-0.474391371011734
1638122566.7986927,3050000,-0.35073918104171753
1638122658.0446923,3100000,-0.6369107961654663
1638122751.7599857,3150000,-0.11446338891983032
1638122843.3782113,3200000,-0.33287158608436584
1638122938.2008274,3250000,-0.6295821666717529
1638123029.4175,3300000,-0.4000357687473297
1638123123.7423236,3350000,-0.38559865951538086
1638123217.250317,3400000,-0.2970590889453888
1638123309.2040179,3450000,-0.37089794874191284
1638123403.264261,3500000,-0.30867910385131836
1638123497.2241304,3550000,-0.36316433548927307
1638123589.270658,3600000,-0.6363060474395752
1638123684.0412514,3650000,-0.3838219940662384
1638123778.2867424,3700000,-0.3873964846134186
1638123869.9058044,3750000,-0.19245554506778717
1638123964.0185213,3800000,-0.47575005888938904
1638124056.7648013,3850000,-0.266036719083786
1638124150.9233887,3900000,-0.25291451811790466
1638124243.4075837,3950000,-0.47880804538726807
1638124337.2578406,4000000,-0.07631855458021164
1638124431.693985,4050000,-0.38410770893096924
1638124524.003745,4100000,-0.3620176613330841
1638124617.9783163,4150000,-0.4595750570297241
1638124709.4128299,4200000,-0.40519291162490845
1638124804.0997078,4250000,-0.3128596544265747
1638124895.4233856,4300000,-0.3439312279224396
1638124990.1472862,4350000,-0.18410423398017883
1638125083.923036,4400000,-0.13058659434318542
1638125175.3484776,4450000,-0.037896160036325455
1638125269.0371099,4500000,-0.5512537360191345
1638125360.7034638,4550000,-0.4209120273590088
1638125454.9964428,4600000,-0.5953545570373535
1638125547.0254707,4650000,-0.3831051290035248
1638125641.117918,4700000,-0.49579519033432007
1638125733.4292328,4750000,-0.19024662673473358
1638125827.4083927,4800000,-0.3670071065425873
1638125919.3345325,4850000,-0.311236172914505
1638126013.2071576,4900000,-0.3615250587463379
1638126105.8796842,4950000,-0.48727089166641235
1638126200.0870743,5000000,-0.5962862968444824
1638126291.6603441,5050000,-0.32689589262008667
1638126386.3762555,5100000,-0.30736273527145386
1638126481.8864303,5150000,-0.5743803381919861
1638126573.7424326,5200000,-0.43192917108535767
1638126668.2787266,5250000,-0.5005508065223694
1638126760.0066352,5300000,-0.38950005173683167
1638126850.8890204,5350000,-0.5041303634643555
1638126940.8781848,5400000,-0.5294384956359863
1638127029.4484687,5450000,-0.41376006603240967
1638127119.0881162,5500000,-0.5286250710487366
1638127207.1451318,5550000,-0.7795947790145874
1638127297.0602655,5600000,-0.7316493391990662
1638127387.4815662,5650000,-0.5865569114685059
1638127475.407954,5700000,-0.2952067255973816
1638127565.1692972,5750000,-0.3873310387134552
1638127652.9028485,5800000,-0.018275368958711624
1638127742.9258509,5850000,-0.07421568036079407
1638127831.6031861,5900000,-0.2816092073917389
1638127921.5011487,5950000,-0.15645839273929596
1638128009.3396218,6000000,-0.22000005841255188
1638128099.8108256,6050000,-0.10436256229877472
1638128189.6259725,6100000,-0.3395599126815796
1638128277.2910993,6150000,-0.13810069859027863
1638128367.5966306,6200000,-0.048450056463479996
1638128455.6871786,6250000,-0.02002537250518799
1638128545.681807,6300000,-0.11209942400455475
1638128635.877952,6350000,0.007285203319042921
1638128724.4615693,6400000,-0.13732148706912994
1638128815.2637062,6450000,0.13031397759914398
1638128905.5537493,6500000,-0.16706256568431854
1638128994.0158267,6550000,0.06231476366519928
1638129084.084586,6600000,-0.1208733469247818
1638129171.6201553,6650000,-0.08833122253417969
1638129262.1270685,6700000,0.05481092259287834
1638129352.014066,6750000,-0.22970673441886902
1638129440.2616296,6800000,0.021408481523394585
1638129530.2334363,6850000,-0.03247302770614624
1638129618.3546414,6900000,-0.11876287311315536
1638129708.387007,6950000,-0.09599018841981888
1638129798.0084856,7000000,0.04914417862892151
1638129887.18989,7050000,-0.12191992998123169
1638129976.9303207,7100000,-0.2130541056394577
1638130064.8666105,7150000,0.14840692281723022
1638130155.4959047,7200000,-0.11435582488775253
1638130245.3835177,7250000,0.036399293690919876
1638130333.4640377,7300000,0.04450296238064766
1638130423.8146696,7350000,0.10119811445474625
1638130514.2305303,7400000,0.0886530727148056
1638130602.323336,7450000,-0.00026588112814351916
1638130693.0675094,7500000,-0.05149688944220543
1638130781.103917,7550000,0.3372471332550049
1638130871.9015555,7600000,0.32022467255592346
1638130961.8788538,7650000,0.28253230452537537
1638131052.3461075,7700000,0.18056702613830566
1638131140.0799835,7750000,-0.19490796327590942
1638131230.047182,7800000,0.22353120148181915
1638131320.2986186,7850000,0.19548524916172028
1638131408.1624897,7900000,0.2622101902961731
1638131497.9996521,7950000,-0.09638822078704834
1638131586.2232118,8000000,0.07913994044065475
1638131676.7344816,8050000,-0.15420198440551758
1638131765.2705042,8100000,-0.004485167562961578
1638131855.7340312,8150000,0.19253389537334442
1638131944.511807,8200000,0.029933489859104156
1638132034.6447506,8250000,-0.06271208077669144
1638132123.1299317,8300000,0.31306737661361694
1638132213.097758,8350000,0.10046465694904327
1638132303.2762098,8400000,0.3479941487312317
1638132391.1368425,8450000,0.0947437733411789
1638132482.5874763,8500000,0.35112494230270386
1638132572.7594903,8550000,0.21692411601543427
1638132661.3837857,8600000,0.19141066074371338
1638132751.0697703,8650000,0.24342766404151917
1638132841.3620524,8700000,0.28722184896469116
1638132929.546862,8750000,0.5811082124710083
1638133020.0588577,8800000,0.06887806951999664
1638133110.723698,8850000,0.467227965593338
1638133198.7710826,8900000,0.20926199853420258
1638133288.8357747,8950000,0.028561627492308617
1638133378.882891,9000000,0.11719202250242233
1638133467.4697952,9050000,0.39229440689086914
1638133557.726172,9100000,0.5060815215110779
1638133648.2862487,9150000,0.3643132150173187
1638133736.693921,9200000,0.3984246850013733
1638133827.3013132,9250000,0.3506627380847931
1638133915.2450593,9300000,-0.1526007056236267
1638134005.472744,9350000,0.3494040071964264
1638134095.9294899,9400000,0.2600654363632202
1638134183.763759,9450000,0.1633891463279724
1638134274.0813036,9500000,0.3288201689720154
1638134364.7613707,9550000,0.2638850212097168
1638134453.275106,9600000,0.5498262643814087
1638134543.5483592,9650000,0.401376336812973
1638134633.735032,9700000,0.35098251700401306
1638134722.0795183,9750000,0.25289076566696167
1638134812.824085,9800000,0.1799573451280594
1638134902.2967641,9850000,0.22751399874687195
1638134992.1927633,9900000,0.28104814887046814
1638135080.1319475,9950000,0.35423073172569275
1638135169.9264145,10000000,0.2056889683008194
